,company,employee,company_type,link,id,job_desc,job_type,location,post_date,salary,title
38,Data Idols,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3533527350/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=QAwVrzjKyjmPcSkcnx9EoA%3D%3D&trk=d_flagship3_search_srp_jobs,3533527350,"Data Scientist 




Data Idols are working with a globally recognised organisation to recruit a Data Scientist. In this exciting role, you will be working with a team of Data Analysts to help the company increase their knowledge and understanding of their fans and customers. You will be analysing data and fan behaviours of the streaming services, app engagement and merchandise interaction to help identify where the business can increase revenue generation. 








The Opportunity 




As a Data Scientist, you will be helping the company expand their knowledge and comprehension of their customers to increase engagement. E-Commerce is a big focus within the commercial side of the business so you will be analysing merchandise sales, as well as app and streaming interaction to help build data visualisations to present to senior leadership teams. You will also aid in building models for customer segmentation and customer lifetime value.








Skills and Experience




Significant experience in Commercial Data Science
Substantial tech knowledge including Phyton, SQL etc.
Stakeholder management experience
Experience in Data Visualisation tools (Power BI, Tableau), Machine Learning techniques, as well as Data Science architecture (Azure)
Good experience in CRM




What's in it for you? 




£75,000
Hybrid working
If you are interested in the role, please send us your CV for initial screening.








Data Scientist",Hybrid,"Manchester, England, United Kingdom",21/03/2023,,Data Scientist
39,Mindshare,"5,001-10,000 employees",Advertising Services,https://www.linkedin.com/jobs/view/3532068106/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=rPlqolt%2FMNI0S709IqAuZA%3D%3D&trk=d_flagship3_search_srp_jobs,3532068106,"Role


We are looking for a numerate, articulate, problem solver to join our growing Integrated Analytics Consulting team at Mindshare Worldwide.


This role will provide the candidate with the opportunity to learn and apply skills in marketing analytics and consulting, driving performance marketing outcomes and delivering business growth for our clients. The work is varied and challenging and can include areas such as budget setting, optimisation, forecasting, measurement, attribution and scenario planning. The focus is on solving real business problems, supporting global senior C-suite level decision makers.


The ideal candidate will thrive on being challenged and will enjoy taking responsibility for their work and using their initiative to push for results.


The role is based in Mindshare’s Worldwide team in London, collaborating with, and alongside some of the most forward-thinking and experienced colleagues locally, and in the world.


Responsibilities


Analysing data and extracting insights
Developing presentations and reports
Hands-on data gathering and processing, mainly in Excel
Visualising data in clear and insightful ways
Being able to “own” the data and information for a particular project. This means getting into the detail of each source and data available.
Liaising with clients and other Mindshare teams where projects require it, building relationships.
Supporting the team with synthesising findings, testing hypotheses and refining client communications


Experience And Skills Required


Essential:


Degree in Economics, Mathematics, Statistics, Engineering, Science or similar
Excellent problem-solving skills
High level of numeracy
Proficient in Excel
Good communicator, able to clearly present ideas
Able to work calmly and accurately in a fast-paced environment
Extreme attention to detail


Desirable


Post-graduate degree in Business, Marketing or Economics or equivalent relevant experience
Experience of using programming languages, eg. Python, VBA, R
Experience of using Web Analytics tools, eg. Google Analytics or Adobe Analytics
Relevant work experience within consulting, analytics or marketing industry
Understanding of key business and marketing concepts.


Mindshare


Ours is the story of the eternal upstart and change is in our DNA. We were born with the ambition to change the world through media. Raised in Asia, we are now the world’s most geographically balanced global network spanning US, Latin America, Europe and Asia. Mindshare’s birth in 1997 shifted the focus from media as a pure commodity to media as a change agent. Our ambition was to go beyond the traditional media descriptors of “Optimise, Capitalise, Maximise.” We will not be defined by the formulaic definitions of media. Mindshare’s story is about teamwork. It’s why we called ourselves Mindshare in the first place! We were designed to be a global network, balanced in every region, with clients benefitting from both global and local insights. Today 75% of our business is global and our global network and integrated approach is our strength.


We are a global media agency network with billings in excess of US$31.4 billion (source: RECMA) and our network consists of more than 7,000 employees, in 116 offices across 86 countries. Mindshare is part of GroupM, which oversees the media investment management sector for WPP, the world’s leading communications services group.",Hybrid,"London, England, United Kingdom",21/03/2023,,"Analyst, Integrated Analytics"
40,Optellum,11-50 employees,,https://www.linkedin.com/jobs/view/3533525501/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=Yi4owqdKs2k9NKkKIgPSiw%3D%3D&trk=d_flagship3_search_srp_jobs,3533525501,"DevOps Engineer, Full Time, Permanent. Salary £55,000pa to £65,000pa depending on experience


Are you ready to join the fight against cancer and improve the lives of millions?
Support our IT operations to the highest standards of information security?
Join the Optellum team and help us shape the cancer care of tomorrow!


About Us
Optellum is an AI-driven healthcare company dedicated to revolutionizing early interception and treatment of lung disease, starting with the deadliest: lung cancer. We are a growing team of scientists, engineers, and healthcare professionals working together to make a difference in the fight against lung cancer. Our mission is to ensure every patient with lung cancer is diagnosed at the earliest stage.
We have developed the first FDA-cleared and CE-marked product for diagnostic support of patients with suspicion of lung cancer, using AI applied to medical images. We are working to expand our platform to drive optimal decisions across the lung cancer patient journey and into the early diagnosis and treatment of other deadly diseases of the lungs.


What we offer:
· Work that is both challenging and rewarding and has a real positive impact on people's lives.
· Fast growth, ownership, and high impact in a growing startup.
· A culture of continuous learning and professional development to help you grow and develop your skills.
· Flexible working hours and location - Hybrid model, with at least two days preferred in our Oxford office.
· Competitive salary, equity, and benefits.
· Great location in Oxford's historical centre: just 5 min walk to train station, 1h to central London


Your Mission
Further optimize and increase reliability of our infrastructure, rollout infosec best-practices and automate tooling support for our product release process.


Key Responsibilities
· Develop tooling and clear documentation to enable engineers to self-service where possible.
· Work to expand our CI/CD pipeline to increase the level of automation in our release workflow.
· Manage cloud service operations, ensure cloud production systems are up and running, with processes and alert systems to manage down time
· Design and evolve our real time monitoring and metrics capabilities to greatly enhance our ability to monitor our quickly growing install base.
· Organise infrastructure to ensure robust business continuity (backups, etc)
· Be on a lookout and fix potential security and availability issues.
· Working in an agile, cross-functional engineering team


About You:
We are looking for an experienced devops engineer with a passion for working with platforms and systems and a proven track record of CI/CD of web application. You should have the following:


Required:
· Practical experience using Infrastructure as Code along with building and maintaining CI/CD pipelines.
· Keen eye for InfoSec: you know what it takes to be confident a cloud deployment is bullet-proof.
· Good knowledge of containerization technology, networking and HTTP.
· Familiarity with the basic services of at least one major cloud provider (AWS, Azure, GCP).
· Proven coding ability with at least one scripting or programming language - Python, Ruby, Go, PowerShell etc.
· Confidence using Linux command line: from debugging an ailing CI pipeline to writing and executing complex automation tasks.
· Can-learn attitude, readiness to occasionally switch hats.
· Have the existing and ongoing Right to Work in the UK as sponsorship is not provided.


Desirable, One of these would be a definite plus
· Experience with Docker, Azure Cloud and Ansible
· Experience of deploying production services on a Kubernetes cluster.
· Knowledge of hospital IT systems (PACS, DICOM, HL7, FHIR).


Optellum is an Equal Opportunities Employer. We are committed to creating a diverse and inclusive workplace and welcome applications from all qualified candidates regardless of race, gender, disability, religion/belief, sexual orientation, or age.


If you are excited about the opportunity to work with a talented and dedicated team to make a difference in the fight against lung cancer, we would love to hear from you.


We work a Hybrid model attending the office in the Centre of Oxford at least two days per week.
Salary is between £55,000 to £65,000 per annum depending on experience. 25 days annual leave plus bank holidays, pension scheme and an annual bonus.


Applicants should have the existing and ongoing right to work in the UK without restrictions as sponsorship is not provided.


Please send your CV and cover letter explaining why you think you are suitable for the role to hr@optellum.com by 20th April 2023


Early application is advised as interviews will take place as applications are received.
First stage interviews will be by MS Teams and second stage at our offices in Centre of Oxford.
More information 
https://optellum.com/careers",Hybrid,"Oxford, England, United Kingdom",21/03/2023,,DevOps Engineer
41,AstraZeneca,"10,001+ employees",Pharmaceutical Manufacturing,https://www.linkedin.com/jobs/view/3500316212/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=Q84u9tx0WWz0l3ppR3MtTQ%3D%3D&trk=d_flagship3_search_srp_jobs,3500316212,"Work Location
: Flexible. This role must be based in one of AstraZeneca's work locations, however, we are site flexible for internal applicants.




About AstraZeneca & Commercial Digital Health: 




At AstraZeneca we’re on a journey to becoming digitally-enabled, to discover new ways of offering better solutions to our patients. Join the team with a vision to use data as a tool, to build a better, deeper, more personal understanding of the people we’re helping. To ultimately deliver better outcomes for them – through complex omnichannel content, personal relationships, and experience. We are doing this through delivering transformation through integrating digital technology, processes & proficiencies across all teams resulting in increased business value and improved patient outcomes.




About the role:




The Performance & Data Strategist is responsible for measuring and optimizing the value generated by new components of the NextGen Customer Engagement (CE) model, specifically for the EUCAN region. The Performance & Data Strategist is primarily responsible for business case development, in partnership with the CE Model Product Owner and MCs, for each significant component release and delivering measurement plans and reporting for value generated, as well as crafting and driving A/B tests for new components against existing components. The Performance & Data strategist will also be expected to provide strategic, data-driven input on investment decisions, backlog prioritization and opportunities for CE model evolution.



The Performance & Data Strategist is an SME role. They are passionate about forecasting, measuring and optimizing performance of the NextGen CE Model. They have advanced understanding of marketing analytics, business case development, and optimization methodologies (e.g. A/B testing, multivariate testing) and apply these approaches to evaluate the value generated by incremental changes to the model. They are a crucial role in establishing accountability for all deliverables in the EUCAN NextGen CE Model backlog, and are tasked with providing transparency on ROI.



Responsibilities:




 Develop business cases and value-based measurement frameworks for new component releases, in-line with value definitions from the business
 Provide data-driven insights regarding successes (validation) and failures of component parts of the model
 Find opportunities to optimize and apply test and learn methodologies to specific components of the model
 See opportunities to enrich the customer profile through data capture
 Establish accountability for additions to the model (each addition requires a case and must be reported upon to ensure value has been realized)
 Provide SME input on backlog prioritization and investment decisions




Requirements:




 Proficiency in developing business cases and value-based measurement plans
 Strong partner communication skills, ability to coherently present results to LT
 Ability to independently identify and combine data from multiple sources to build out value-based reports
 Ability to independently apply and complete measurement methodologies to respond to business questions as they relate to the NextGen CE model
 Ability to work independently to meet multiple project deadlines, switch priorities and focus, and adapt to evolving conditions
 Passion for detail with a track record demonstrating initiative, drive and quality output
 Excellent oral and written communication skills
 Strong Problem Solving, Troubleshooting and critical thinking skills, with the ability to take ownership of problems and see them through to resolution",,"Luton, England, United Kingdom",21/03/2023,,EUCAN Digital Engagement Performance & Data Strategist
42,ResourceWise,51-200 employees,Information Services,https://www.linkedin.com/jobs/view/3377687045/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=LKZkDAc3k951WHmgn6xN%2FA%3D%3D&trk=d_flagship3_search_srp_jobs,3377687045,"United Kingdom, Remote



The 
Market Analyst/Consultant
 role will be a key member of PRIMA’s markets and consulting team in Europe or North America, working in conjunction with peers globally, as well as with ResourceWise’s team of business development executives worldwide.



The primary function of this role will be to build PRIMA’s services in proprietary price and fundamentals data, leveraging this experience into the production of best-in-class analytics in PRIMA’s suite of subscription services. Managing and executing single-client consulting projects, while ensuring ongoing client relationships, will be components of the role. The successful candidate will be a self-starter, preferably with a background in energy or low carbon fuel markets, able to work independently. The ideal candidate will have a strong blend of quantitative and qualitative skills and a thirst for gaining the knowledge needed to keep PRIMA at the cutting edge of the energy transition.



This position will report to the Managing Director of PRIMA.




Requirements:


Preferably several years relevant work experience with proven track record of success, including roles in markets, intelligence, management consulting or strategy
Fluency in English, other languages a plus
Excellent writing skills and ability to meet deadlines
A strong interest in renewable energy, ESG investing and the circular economy
Ability to develop, source and produce industry-relevant business intelligence analysis and features
Solid analytical skills including the ability to envision and build complex Excel models
Strong slide building and presentation skills; public speaking experience
Flexibility to travel as needed for client meetings and presentations
University degree or higher in a relevant discipline
Ability to work from home with access to reliable internet and communications equipment. While the role is remote-first, there is an expectation that staff will be available for face-to-face working in London as required




 
Responsibilities:


Develop industry relationships and points of contact
Development and maintenance of proprietary data series including price and fundamentals. Scope of work can range from data production and analysis, desktop research and materials preparation to complex quantitative analysis and executive-level strategic recommendations
Support for business development activities and consulting sales presentations
Internal projects – product improvements, marketing support, etc. 




Compensation and Benefits:


Compensation is commensurate with experience
Yearly performance bonus
Paid Time Off & Company Holidays
and More!




To apply, email: careers@resourcewise.com




Application materials should include: a resume and cover letter.",Remote,United Kingdom,21/03/2023,,Market Analyst / Consultant
43,EY,"10,001+ employees",Professional Services,https://www.linkedin.com/jobs/view/3356954607/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=uYgJjDCEeCYAbNPDUrBNcQ%3D%3D&trk=d_flagship3_search_srp_jobs,3356954607,"EY is looking for a Senior Manager to join the Credit Risk team. Credit Risk is a rapidly growing area supported by an increased focus across the industry in a variety of domains, including regulatory capital, IFRS 9 provisions, climate change and data driven credit life cycle transformation. That makes this a great time to join a high-profile, inclusive team where you’ll work together with the most interesting and knowledgeable colleagues you can find in the industry.


Our Credit Risk team works closely with other EY financial services risk practitioners, as well as our IT Consulting and Financial Accounting Advisory Services teams, bringing together the range of quantitative modelling and technical skillsets needed to support our clients’ complex requirements. Driven by our strategic growth plans and industry change, our Credit risk team is projected to see year-on-year growth over the next 3 years.


We offer our clients comprehensive solutions to industry wide challenges, including IFRS 9, Stress Testing, portfolio & capital management, Open Banking, credit life cycle automation, model re-platforming and many others. Through our delivery, we apply a wide range of traditional modelling skills sets but increasingly as well newer more tech and big data enabled ones, such as machine learning models of different complexity. Beyond the credit life cycle, we are applying the same model validation, model governance and model monitoring capabilities to applications in AML/CTF, fraud, customer analytics, … in the context of our Trusted AI offering.


The opportunity 


As part of our team, you will have the opportunity to work with many of the world’s leading banks, and to leverage the deep knowledge and wide-ranging skills and experience of your Credit Risk colleagues.


The successful Credit Risk Senior Manager will lead client engagements and internal projects. You will also take the lead in identifying and developing potential business opportunities for EY on existing engagements. Helping to create a collaborative and inclusive working environment by practicing active listening skills and respecting differences is something that is important for you.


You will contribute to shaping our emerging solution around Trusted or Responsible AI, where model risk management, including bespoke model validation offerings, are delivered building on the team’s experience in credit models. You will help firms develop and implement ethical AI principles, and managing the risk for bias and discrimination created by models.


Similarly, you will anticipate and identify delivery risks and raise any issues with senior members of the team. In line with our commitment to quality, you will determine that work is of a high quality and is reviewed by the next-level reviewer. As an influential member of the team, you'll help to create a positive learning culture and will coach and counsel junior team members and help them to develop. Your career journey will also be supported by an EY counsellor, and you will be encouraged to ask questions and seek collaborative solutions with your teammates to tackle the challenges that arise on client projects.


Your Key Responsibilities


As a Senior Manager in the team you can expect to be involved in the following activities:


Participate in quantitative risk engagements, primarily along the credit life cycle
Work effectively as a team member sharing responsibility, providing support, maintaining communication, and updating senior team members on progress
Assist in preparing reports and schedules that will be delivered to clients and other parties
Develop and maintain productive working relationships with clients while building strong internal relationships within the advisory practice and across other services
Contribute and drive the development of different aspects of our Trusted AI solution (MRM, validation workplans, …)
Conduct performance reviews and contribute to performance feedback for staff
Maintain an educational program to continually develop personal skills
Promote an inclusive and positive working environment 


To qualify for the role you must have 


Experience in Financial Services, either as part of an institution; in an advisory or business consulting capacity to such organisations or as a regulator of such institutions
Strong academic background including at least a Bachelor's degree (Computational Finance, Mathematics, Engineering, Statistics, or Physics preferred) or equivalent
Knowledge of Probability of Default (PD) / Loss Given Default (LGD) / Exposure at Default (EAD) / Internal Ratings Based (IRB) / Stress Testing
Knowledge of Credit Risk & Financial Services Regulation – such as IFRS9
Experience in any of the following software development environments: Python / R / SAS / SQL / R / Matlab
Knowledge of standard Machine Learning techniques, and their potential applications


Skills And Attributes For Success


Confident and credible communicator who displays both technical knowledge and commercial/business understanding
Strong analytical problem-solving skills
Project management and excellent report writing skills
Experience in stakeholder and client management
Ability to drive business development and contribute to the growth of the EY market solutions
Team player with an inclusive mindset


Ideally, you'll also have


We are interested to hear from people with the right attitude for the job! That’s naturally curious and innovative people that feed on the energy of a thriving global team. You’ll need a balance of technical and analytical skills, a creative approach to work and strong communication skills. If you’ve got big ideas on how we can do better, this role is for you.


What Working At EY Offers


We offer a competitive remuneration package. Our comprehensive Total Rewards package includes support for flexible working and career development, and with FlexEY you can select benefits that suit your needs, covering holidays, health and well-being, insurance, savings and a wide range of discounts, offers and promotions.


About EY


As a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2021 a reality.


If you meet the criteria above, please contact us as soon as possible.


Join us in Bbuilding a Bbetter Wworking Wworld.


Apply now.


Who We Are


EY is committed to being an inclusive employer and we are happy to consider flexible working arrangements. We strive to achieve the right balance for our people, enabling us to deliver excellent client service whilst allowing you to build your career without sacrificing your personal priorities. While our client-facing professionals can be required to travel regularly, and at times be based at client sites, our flexible working arrangements can help you to achieve a lifestyle balance.


Diversity and inclusiveness are core to who we are and how we work. We hold a collective commitment to foster an environment where all differences are valued, practices are equitable and everyone experiences a sense of belonging — where people are inspired to team and lead inclusively in their interactions every day.


Please note
: Prior to finalizing your application, you will be asked to provide personal information across several dimensions of diversity and inclusiveness. The information you provide is kept entirely confidential and will not be used to evaluate your candidacy. We collect this data to help us analyse our recruitment process holistically and implement actions that promote diversity and inclusiveness. While optional, we encourage you to provide this information to hold us accountable towards our goal of building a better working world. We ask because it matters!",Hybrid,"London, England, United Kingdom",,,Credit Data Scientist (Senior Manager)
44,JGA Recruitment Group,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3532065064/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=5bn8Gb54jVxSPO5XB4OFCA%3D%3D&trk=d_flagship3_search_srp_jobs,3532065064,"Senior Reward & Benefits Analyst 
Salary: 
£50,000
Bonus: 
15%
Location: 
Birmingham - Hybrid working (3 days office - 2 days home)
Contract: 
Permanent


JGA are working with an exciting 10,000 employee + business who are recruiting for a Senior Reward & Benefits Analyst to join their team.


This is a new position within the business so gives the post-holder autonomy to introduce new reward/benefit ideas and initiatives through the SLT.


Senior Reward & Benefits Analyst - Key Responsibilities: 
Support with financial analysis, modelling and process management on various matters associated with an employee’s total compensation.
Support the effective implementation of Reward change management initiatives.
Support the delivery of the annual pay review.
Support with market surveys and appropriate regulatory returns, such as Gender Pay Gap
Support the wider HR team by providing analysis when required.
Business as usual administration support of employee benefits and pensions.


Senior Reward & Benefits Analyst - Skills/Experience: 
Strong analytical, numerical and modelling skills with excellent working knowledge of Microsoft Excel.
Analytical and numerical reasoning skills.
Previous HR and Reward experience or knowledge not required but desirable.
Ability to learn core Reward terminology and best practice.
Ability to work at pace and deliver against established personal and team targets.
Resilient, adaptable, approachable and confident.
Good eye for detail essential.
Highly articulate with excellent written and verbal skills.


Sound like you? APPLY NOW!
Call: 
Tom on 01727 800 377
Email: 
Your CV to tom@jgarecruitment.com




JGA Recruitment Group Ltd (""We"") are committed to equality of opportunity for all applications regardless of age, disability, sex, gender reassignment, sexual orientation, pregnancy and maternity, race, religion or belief and marriage and civil partnerships.
We are also committed to protecting and respecting your privacy. We are a specialist Payroll and HR recruitment agency and recruitment business as defined in the Employment Agencies and Employment Businesses Regulations 2003 (our business).
These statements together with our privacy notices set out the basis on which any personal data we collect from you, or that you provide to us, will be processed by us.",Hybrid,"Birmingham, England, United Kingdom",21/03/2023,,Senior Reward & Benefits Analyst - Birmingham - £60K package
45,KDR Recruitment Ltd,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3536281515/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=opUAES5HUu38ISP1gB2MwQ%3D%3D&trk=d_flagship3_search_srp_jobs,3536281515,"Junior Data Analyst | Norwich (hybrid working) | £25, 000 - £30,000 plus benefits


Are you looking for an opportunity to expand your data and analytics skillset with modern technologies? Does a varied role with the chance to make a real difference within data reporting appeal to you? If so read on!


More about the company
This company are a big name in the automotive sector for 30 years, working with leading manufacturers with dealerships across the UK. They are experts in their field and looking to take the business to a new level through data analytics. 


Your role


This will be a genuinely varied role, and an opportunity to work with the latest Microsoft technology, including MS SQL Server, PowerBI and Azure. With a suite of PowerBI reports in place, you will be involved in developing this further as well as optimising current reports. Alongside this, ensuring data quality, data management processes and working on database development further down the line will also be a part of this role.


What skills will you need?
There is a lot of training and development on offer with this role, with a few core skills that you will need initially:
A good understanding of analysing data and creating reports
Strong experience with Microsoft Excel
Ability to communicate with different departments across a business


It would be great if you have experience with:
Microsoft SQL
PowerBI, Tableau or similar visualisation tools
Azure Data Factory


How to apply?
We’re niche Data, Tech & Analytics recruiters, so if you don’t have an up-to-date CV right now that’s fine, you can send us what you have via Sam dot Brookes at kdrrecruitment dot com. Or call me on zero one five six five, seven five eight, six six two. Or find me on LinkedIn, always happy to connect.


As an employer and service provider, we are committed to Equity, Equality, Diversity and Inclusion. Please feel comfortable to let us know if you have a difference or disability that would require us or our clients to make any helpful adjustments for you.",Hybrid,"Norwich, England, United Kingdom",21/03/2023,"£25,000/yr - £30,000/yr",Data Specialist
46,fifty-five,201-500 employees,"Technology, Information and Internet",https://www.linkedin.com/jobs/view/3533525251/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=cKzfzSD8Lw9o2Qp%2Bsg%2F5Yw%3D%3D&trk=d_flagship3_search_srp_jobs,3533525251,"About the Role




We are looking for ambitious, analytical graduates looking to take on an exciting role with fifty-five as a Digital Analytics Consultant in our London-based consulting team. This is a varied role which spans across digital strategy, media advisory website architecture, UX analysis and business insights.




Working as part of a small, collaborative team, you will play a key role in delivering fifty-five's data-led projects to multiple, big brand clients across industries such as travel, automotive, retail and beauty. These projects will be driven by client objectives relating to data collection, customer acquisition, onsite conversion optimisation and media-mix optimisation. You will be required to promote a customer-centric vision of digital marketing, based on the systematic and methodical use of data to support decisions.




You will report to a Senior Consultant and work alongside other Consultants, Tracking Specialists, Cloud Engineers and Innovation Experts. Examples of project work you will be leading within the first year of your role include but are not limited to:




 
Implementing technical website tracking solutions
 
Helping companies track their online marketing performance
 
Developing engaging dashboards for senior management
 
About the Company




Part of The Brandtech Group, fifty-five is a data company helping brands collect, analyse and activate their data across paid, earned and owned channels to increase their marketing ROI and improve customer acquisition and retention.




Headquartered in Paris with offices in London, Hong Kong, New York and Shanghai, fifty-five is a certified Google Partner company and was named by Deloitte as one of the fastest-growing tech firms in Europe, thanks to its unique technology approach combining talent with software and service expertise.




Responsibilities




Within your first year at fifty-five, you will be responsible for the following:




 
Delivering high quality outcomes for a variety of projects in the Ad Tech and Web Analytics space, working in a client-facing position, supported by a team of technical specialists
 
Meeting client requirements within the agreed deadlines, keeping track of the required tasks for each project and liaising with the relevant owners internally and externally; foreseeing and escalating issues / risks as appropriate
 
Developing a sharp, operational expertise about web analytics and media-buy topics
 
Occasional travel possible, within the UK or abroad
 
Progressing in your journey at fifty-five, you will be given the opportunity to grow in your role through first-hand exposure to multiple disciplines and, if interested, you might be selected to take a specialist path.




Relevant Experience




 
Educated to degree level
 
Analytical mindset, keen to apply data to challenges
 
Detail oriented, proactive and self-motivated, good organisation is paramount
 
Curious and eager to learn, able to challenge and recommend solutions to problems
 
Flexible, versatile and works well under pressure
 
Collaborative, works well in a team, understands that the sum of our parts is better than the individual
 
Strong interest in new marketing technologies & the digital industry
 
Interest in working in a small, growing team
 
Have the right to work in UK
 
Desired Experience




 
Masters degree level
 
Exposure to working with digital analytics tools (e.g. Google Analytics or Adobe Analytics)
 
Knowledge of coding language or modelling tools relevant to data manipulation (e.g. BigQuery, SQL, R, Python, MatLab, Stata)
 
Knowledge of dashboarding solutions (e.g. Power BI, Looker, Tableau)
 
If this sounds like you, please get in touch! We look forward to meeting you.




In return, we are pleased to offer you the following benefits:




 
Being part of a multicultural, dynamic and fast-growing team
 
Continuous (and certified) training on the digital ecosystem and technologies (initial training for all new employees, followed by recurring training sessions)
 
Phone allowance
 
Private medical coverage through AXA
 
Transport for London travel card allowance - covering 50% of zone 1-2 allowance
 
The flexibility to work remotely for part of the week 
 
25 days holiday per year, in addition to UK bank and public holidays
 
Company pension plan
 
Company-sponsored sporting and social activities
 
UnMind App subscription


 
Please be aware that this role is due to commence in July 2023.




fifty-five encourages diversity and is committed to guaranteeing equal treatment of all applications, regardless of gender, age, origin, sexual orientation, state of health or political or religious opinion.












Desired Skills and Experience


GA implementation analyst
analytics consultant
data consultant
google analytics consultant
senior analytics consultant",Hybrid,"London, England, United Kingdom",,,Digital Analytics Consultant
47,Burns Sheehan,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3537044392/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=nuyOUNPt3lUgi46KnMSShQ%3D%3D&trk=d_flagship3_search_srp_jobs,3537044392,"Graduate Data Analyst/Data Manager 


- 3 month contract (chance of extension)
- £100 a day/inside IR35
- On site 4 days a week, 7 Castle Street, Edinburgh, EH2 3AH


Are you a recent graduate looking for some work experience in a globally recognised data led business?


In this role we are looking for someone who will complete basic data entry into proprietary systems through a GUI (not db etc), making phone calls (internal/external) to get clarification/check data points.


You will have basic knowledge of working with Excel.


Interviews taking place W/C 27th march.


Click apply or send CV's to danb@burnssheehan.co.uk.",Hybrid,"Edinburgh, Scotland, United Kingdom",21/03/2023,£11.50/hr - £12.50/hr,Data Analyst
48,Stott and May,51-200 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/view/3533256130/?alternateChannel=search&refId=NaN9UPbrq1Oc6jfRjO4cSA%3D%3D&trackingId=tr4RSdsI9B5gEIVnro%2Fz2w%3D%3D&trk=d_flagship3_search_srp_jobs,3533256130,"My client a global leader in financial crime solutions are looking for 
Data Scientists to join our professional services teams in Europe to work with the most advanced machine learning solution on the market
 to solve hard problems in anti-money laundering and financial fraud. Your role as a data scientist will be to deliver our most advanced technologies to the market and advance our technology by providing feedback to our product and engineering teams through front-line R&D projects. 


Key to your success will be:


The ability to understand business objectives and gain the trust of customer stakeholders
Technical proficiency working with cloud infrastructure, big data, and our proprietary solutions
A deep understanding of statistical and machine learning methodologies. 
The work of a Data Scientist varies widely from day to day and provides opportunities to develop a broad set of skills and experience and to find your own niche within our growing team. You will have access to rare, real-life datasets that will allow you genuine opportunities to innovate new solutions in our sector. 
The use of artificial intelligence in financial crime is rapidly evolving and expanding. This role is an exciting opportunity for someone who enjoys continually learning new skills and is passionate about solving real world problems. 


Responsibilities:
Collaborate with data scientists and product implementation engineers during deployments
Collaborate with AI Researchers and Software Engineers in R&D
Demonstrates excellent stakeholder management skills during project planning, workshops, and consulting activities.
Develops a strong technical understanding of our product portfolio and uses this knowledge to identify novel applications of AI.
Develops a good understanding of the anti-FinCrime sector and has an awareness of the regulatory expectations for the application of AI in the sector.


Key Requirements:
Bachelor’s degree in computer science, information technology, engineering, mathematics, statistics, or physics.
Deep knowledge of the statistical and mathematical basis of machine learning algorithms.
Proficiency in Python, Pandas, NumPy, and scikit-learn.
The capability to work independently in a fast-paced start-up environment.
Excellent verbal and written communication skills.
Willingness to learn new technologies on the job.
Experience using Github.


Bonus Requirements:
Knowledge of Kubernetes, Kubeflow, Dask, and Rapids.
Knowledge of Blockchain, DeFi, and DAGs.
Knowledge of Anti Money Laundering, Financial Fraud, and Trade Surveillance.




Apply to find out more!",Hybrid,"London, England, United Kingdom",21/03/2023,,Data Scientist
